time,cpu,mem,temp
166.755,16.7,34.1,73.0
166.806,50.0,34.1,72.5
166.855,6.2,34.1,73.0
166.904,52.6,34.1,72.5
166.955,26.3,34.1,73.0
167.004,57.9,34.1,72.5
167.055,22.2,34.1,72.5
167.105,55.6,34.1,73.5
167.154,18.8,34.1,73.0
167.204,52.6,34.1,72.5
167.255,18.8,34.1,73.0
167.304,52.9,34.1,73.5
167.355,15.8,34.1,72.5
167.404,47.1,34.1,72.1
167.454,11.8,34.1,72.5
167.504,58.8,34.1,72.1
167.554,44.4,34.1,72.5
167.604,52.6,34.1,71.6
167.655,27.8,34.1,72.5
167.704,50.0,34.1,73.0
167.755,26.3,34.1,73.0
167.804,47.4,34.1,72.5
167.855,16.7,34.1,72.5
167.904,44.4,34.1,72.5
167.955,22.2,34.1,72.5
168.005,70.6,34.1,73.0
168.054,44.4,34.1,72.5
168.104,70.0,34.1,73.0
168.154,47.4,34.1,73.0
168.204,75.0,34.1,73.0
168.254,47.4,34.1,72.1
168.304,47.1,34.1,73.0
168.355,25.0,34.1,72.5
168.404,80.0,34.1,72.5
168.454,50.0,34.1,72.5
168.505,72.2,34.1,71.6
168.554,27.8,34.1,72.1
168.604,57.9,34.1,73.0
168.654,52.6,34.1,72.5
168.705,52.9,34.1,73.0
168.754,52.4,34.1,73.0
168.804,50.0,34.1,73.0
168.854,26.3,34.1,73.5
168.904,50.0,34.1,73.0
168.955,23.5,34.1,71.6
169.004,57.9,34.1,72.1
169.055,12.5,34.1,72.5
169.104,61.1,34.1,71.6
169.154,40.0,34.1,72.1
169.204,61.1,34.1,73.0
169.255,12.5,34.1,72.1
169.304,59.1,34.1,73.0
169.355,36.8,34.0,72.1
169.404,55.0,34.0,73.0
169.455,37.5,34.0,72.5
169.505,65.0,34.0,72.1
169.554,45.0,34.0,72.1
169.605,77.8,34.1,72.5
169.656,90.0,34.1,73.0
169.723,100.0,34.1,73.0
169.755,91.7,34.1,74.0
169.806,89.5,34.2,74.5
169.855,23.5,34.2,74.0
169.904,47.4,34.2,73.5
169.954,23.5,34.2,73.5
170.004,52.6,34.2,73.0
170.054,17.6,34.2,72.5
170.104,75.0,34.2,72.5
170.154,33.3,34.2,73.5
170.205,52.6,34.2,73.0
170.255,21.1,34.2,73.0
170.304,44.4,34.2,72.5
170.354,26.3,34.2,72.5
170.405,52.6,34.2,72.1
170.455,12.5,34.2,72.5
170.510,65.2,34.2,72.1
170.554,31.2,34.2,72.1
170.608,86.4,34.2,72.5
170.656,68.4,34.2,72.5
170.705,94.7,34.2,73.5
170.760,82.6,34.2,73.5
170.812,100.0,34.3,73.5
170.854,76.5,34.3,73.5
170.905,95.2,34.3,74.0
170.955,90.0,34.3,74.5
171.005,83.3,34.3,73.5
171.055,55.0,34.3,75.0
171.105,75.0,34.3,74.0
171.157,55.0,34.3,73.5
171.204,58.8,34.2,74.0
171.255,26.3,34.2,73.0
171.304,52.6,34.2,74.0
171.354,29.4,34.2,74.0
171.404,37.5,34.2,72.5
171.454,35.0,34.2,73.0
171.504,57.9,34.2,74.0
171.555,22.2,34.2,72.5
171.604,50.0,34.2,73.5
171.655,16.7,34.2,73.0
171.704,60.0,34.2,72.5
171.755,38.9,34.2,73.5
171.804,52.9,34.2,73.0
171.854,12.5,34.2,72.1
171.904,47.4,34.2,72.1
171.955,30.0,34.2,72.1
172.004,55.6,34.2,72.5
172.055,23.5,34.2,72.1
172.104,57.9,34.2,73.0
172.154,33.3,34.2,72.1
172.204,50.0,34.2,72.5
172.255,25.0,34.2,73.5
172.304,52.6,34.2,73.5
172.354,17.6,34.2,73.0
172.404,52.4,34.2,73.0
172.454,22.2,34.2,71.6
172.504,52.6,34.2,73.0
172.554,22.2,34.2,73.0
172.604,52.6,34.2,72.5
172.654,35.3,34.2,72.1
172.704,57.9,34.2,73.0
172.754,26.3,34.2,73.0
172.804,52.6,34.2,72.5
172.855,21.1,34.2,73.0
172.904,47.4,34.2,73.0
172.954,27.8,34.2,72.1
173.004,50.0,34.2,73.5
173.054,45.0,34.2,72.5
173.104,75.0,34.2,73.0
173.154,50.0,34.3,73.0
173.204,73.7,34.3,73.0
173.254,17.6,34.3,72.1
173.304,57.9,34.3,72.5
173.354,31.6,34.3,73.0
173.404,58.8,34.3,73.0
173.454,17.6,34.3,72.5
173.504,73.7,34.3,73.0
173.554,47.1,34.3,73.5
173.604,58.8,34.3,73.0
173.654,33.3,34.3,72.1
173.708,71.4,34.3,73.5
173.755,41.2,34.3,73.0
173.805,60.0,34.3,73.0
173.854,26.3,34.3,73.5
173.904,60.0,34.3,73.0
173.954,30.0,34.3,72.1
174.004,55.6,34.3,72.5
174.054,33.3,34.3,72.5
174.104,60.0,34.3,73.0
174.154,31.6,34.3,73.0
174.204,60.0,34.3,73.0
174.254,11.8,34.3,72.5
174.304,55.0,34.3,73.0
174.354,18.8,34.3,72.1
174.404,52.4,34.3,72.1
174.454,35.3,34.3,73.0
174.505,75.0,34.3,73.0
174.555,57.9,34.3,73.0
174.608,78.9,34.3,72.5
174.654,41.2,34.4,72.5
174.705,73.7,34.4,73.5
174.754,50.0,34.2,72.5
174.804,64.7,34.2,72.5
174.854,26.7,34.2,73.0
174.904,65.0,34.2,73.5
174.954,38.9,34.2,72.5
175.005,72.2,34.2,73.5
175.054,64.7,34.2,73.0
175.108,86.4,34.2,74.0
175.155,56.2,34.2,73.5
175.205,75.0,34.2,73.0
175.254,27.8,34.2,72.1
175.304,55.6,34.2,73.5
175.354,38.9,34.2,73.0
175.404,76.2,34.2,73.5
175.454,44.4,34.2,73.0
175.504,50.0,34.2,72.5
175.555,22.2,34.2,72.5
175.607,61.9,34.2,72.5
175.654,29.4,34.2,73.5
175.705,57.9,34.2,72.1
175.754,52.6,34.2,72.1
175.807,68.4,34.2,73.5
175.854,52.6,34.3,73.5
175.905,95.0,34.3,72.5
175.957,89.5,34.3,73.0
176.004,90.0,34.3,73.0
176.054,78.9,34.3,73.0
176.104,73.7,34.3,74.0
176.154,41.2,34.3,73.5
176.208,78.3,34.2,72.5
176.254,17.6,34.2,73.5
176.304,55.6,34.2,73.0
176.354,22.2,34.2,73.5
176.404,52.9,34.2,73.0
176.454,23.5,34.2,72.5
176.504,60.0,34.2,72.5
176.554,22.2,34.2,73.0
176.604,55.6,34.2,73.0
176.654,11.8,34.2,72.1
176.704,52.6,34.2,73.0
176.754,30.0,34.2,72.1
176.804,55.6,34.2,73.0
176.854,26.3,34.2,73.0
176.904,54.5,34.2,73.0
176.954,30.0,34.2,72.5
177.004,50.0,34.2,72.5
177.054,31.6,34.2,72.1
177.104,50.0,34.2,73.5
177.154,36.8,34.2,73.5
177.204,63.2,34.2,73.0
177.254,52.6,34.2,72.5
177.304,68.4,34.2,72.5
177.354,23.8,34.2,73.0
177.404,57.1,34.2,72.1
177.454,26.3,34.2,73.0
177.504,57.9,34.2,72.5
177.555,30.0,34.2,73.0
177.604,50.0,34.2,72.1
177.654,22.2,34.2,72.1
177.704,50.0,34.2,71.6
177.754,38.1,34.2,72.5
177.808,73.9,34.2,73.0
177.854,18.8,34.2,72.5
177.904,54.5,34.2,72.5
177.954,31.6,34.2,72.5
178.004,52.4,34.2,72.1
178.054,26.3,34.2,73.0
178.104,57.1,34.2,73.0
178.154,23.5,34.2,72.5
178.204,64.7,34.2,73.5
178.255,47.4,34.3,72.5
178.304,85.7,34.3,73.0
178.354,61.1,34.3,73.0
178.405,73.7,34.3,72.5
178.454,41.2,34.3,73.0
178.504,52.6,34.3,72.5
178.554,27.8,34.3,72.5
178.604,68.4,34.3,73.5
178.654,55.6,34.3,73.0
178.704,60.0,34.3,73.0
178.754,38.9,34.3,72.5
178.804,61.9,34.3,72.1
178.854,52.6,34.3,73.0
178.904,52.6,34.3,72.5
178.954,23.5,34.3,73.0
179.008,68.2,34.3,72.5
179.054,64.7,34.3,73.5
179.104,73.7,34.3,72.5
179.154,47.1,34.3,73.0
179.204,68.4,34.3,73.5
179.255,16.7,34.3,71.6
179.304,80.0,34.3,73.5
179.354,11.8,34.3,73.0
179.404,60.0,34.3,72.1
179.454,17.6,34.3,72.1
179.504,52.9,34.3,72.5
179.555,27.8,34.3,73.0
179.604,57.9,34.3,73.0
179.654,47.4,34.3,72.5
179.704,75.0,34.3,72.1
179.754,35.3,34.3,72.5
179.804,55.6,34.3,72.5
179.854,21.1,34.3,72.5
179.905,57.9,34.3,73.0
179.954,27.8,34.3,72.1
180.004,50.0,34.3,73.0
180.054,26.3,34.3,73.0
180.104,66.7,34.3,72.5
180.154,23.5,34.2,72.5
180.205,66.7,34.2,73.0
180.255,31.2,34.2,72.5
180.305,52.9,34.2,73.5
180.354,44.4,34.2,72.1
180.408,76.2,34.2,73.5
180.455,80.0,34.2,73.5
180.505,76.2,34.2,72.5
180.554,70.0,34.3,74.0
180.604,68.4,34.3,73.5
180.655,44.4,34.3,73.0
180.704,76.2,34.3,73.5
180.754,38.9,34.3,73.0
180.805,57.9,34.3,72.5
180.854,57.9,34.3,73.0
180.906,70.6,34.3,72.5
180.954,52.6,34.4,73.5
181.007,73.7,34.4,73.5
181.056,95.0,34.4,73.5
181.106,88.9,34.4,73.5
181.154,83.3,34.4,74.0
181.207,77.8,34.4,73.5
181.254,44.4,34.4,74.0
181.304,64.7,34.4,73.5
181.354,36.8,34.3,73.0
181.404,50.0,34.3,73.0
181.454,27.8,34.3,72.1
181.504,57.9,34.3,73.0
181.554,27.8,34.3,73.0
181.604,52.9,34.3,72.5
181.654,21.1,34.3,73.0
181.704,61.9,34.3,73.5
181.754,47.4,34.3,72.5
181.804,55.0,34.3,73.0
181.854,22.2,34.3,73.0
181.904,55.0,34.3,73.0
181.954,22.2,34.3,72.5
182.004,50.0,34.3,73.0
182.054,27.8,34.3,72.5
182.104,55.0,34.3,73.0
182.154,25.0,34.3,73.0
182.204,52.6,34.3,72.5
182.254,26.3,34.3,72.1
182.304,60.0,34.3,73.0
182.354,21.1,34.3,73.0
182.404,50.0,34.3,72.5
182.454,12.5,34.3,72.5
182.504,63.6,34.3,73.5
182.554,30.0,34.3,73.5
182.605,55.0,34.3,72.5
182.654,30.0,34.3,73.0
182.704,50.0,34.3,72.1
182.754,21.1,34.3,72.1
182.804,57.9,34.3,73.0
182.855,27.8,34.3,73.0
182.904,71.4,34.3,73.0
182.954,27.8,34.2,72.5
183.004,57.1,34.2,72.5
183.054,26.3,34.2,72.5
183.104,55.0,34.2,72.5
183.154,36.8,34.2,72.5
183.205,65.0,34.2,73.0
183.255,18.8,34.2,73.0
183.304,76.2,34.2,72.5
183.354,44.4,34.2,72.1
183.404,68.4,34.2,73.0
183.454,33.3,34.2,72.5
183.504,60.0,34.2,73.5
183.555,27.8,34.2,73.5
183.604,61.9,34.2,72.1
183.654,16.7,34.2,72.1
183.704,72.7,34.2,72.5
183.754,45.0,34.2,72.1
183.805,57.1,34.2,72.1
183.854,38.9,34.2,72.5
183.904,63.2,34.2,72.5
183.955,50.0,34.3,72.5
184.004,57.9,34.3,72.1
184.054,27.8,34.3,73.0
184.104,55.0,34.3,73.0
184.154,30.0,34.3,73.0
184.204,60.0,34.3,73.5
184.254,26.3,34.3,73.0
184.304,61.9,34.3,72.5
184.354,36.8,34.3,73.5
184.404,61.9,34.3,73.5
184.454,41.2,34.3,72.1
184.510,77.3,34.3,73.0
184.554,50.0,34.4,73.0
184.604,73.7,34.4,73.5
184.654,61.1,34.5,72.5
184.707,68.4,34.4,73.0
184.754,29.4,34.4,72.5
184.805,60.0,34.4,72.5
184.854,33.3,34.4,73.5
184.905,60.0,34.4,73.0
184.954,30.0,34.4,73.5
185.004,59.1,34.4,73.0
185.055,30.0,34.4,73.0
185.104,55.6,34.4,73.0
185.154,42.1,34.4,73.5
185.204,61.9,34.4,73.0
185.254,26.3,34.4,72.5
185.304,60.9,34.4,72.1
185.354,38.9,34.4,73.0
185.409,83.3,34.4,73.5
185.454,70.6,34.4,74.0
185.508,60.0,34.3,73.0
185.554,23.5,34.3,72.1
185.604,61.1,34.3,72.5
185.655,26.3,34.3,72.5
185.704,63.2,34.3,72.1
185.754,42.1,34.3,73.0
185.808,57.9,34.3,73.0
185.856,52.6,34.3,72.1
185.908,72.2,34.3,73.0
185.954,58.8,34.3,73.0
186.008,95.2,34.3,73.5
186.055,89.5,34.3,73.5
186.104,95.0,34.3,73.0
186.154,65.0,34.4,73.0
186.204,89.5,34.4,73.5
186.256,94.7,34.4,73.5
186.305,89.5,34.4,74.0
186.354,66.7,34.4,74.0
186.404,73.7,34.4,74.0
186.454,42.1,34.4,74.0
186.504,63.2,34.2,73.0
186.554,23.5,34.2,73.0
186.604,55.6,34.2,73.0
186.654,16.7,34.2,73.0
186.704,52.6,34.2,73.0
186.754,11.8,34.2,73.0
186.804,52.4,34.2,73.0
186.854,31.6,34.2,72.1
186.905,50.0,34.2,73.0
186.954,26.3,34.2,73.5
187.004,63.2,34.2,73.5
187.054,31.6,34.2,73.5
187.104,60.0,34.2,72.5
187.154,31.6,34.2,72.1
187.204,60.0,34.2,73.5
187.254,21.1,34.2,72.5
187.304,57.9,34.2,72.5
187.354,17.6,34.2,72.5
187.404,59.1,34.2,72.5
187.454,22.2,34.2,72.5
187.504,50.0,34.2,73.0
187.554,22.2,34.2,72.1
187.604,52.4,34.2,73.0
187.654,17.6,34.2,72.5
187.704,47.4,34.2,72.5
187.754,23.5,34.2,72.5
187.804,50.0,34.2,72.5
187.854,12.5,34.2,71.6
187.904,55.0,34.2,73.0
187.954,22.2,34.2,72.1
188.004,60.0,34.2,72.1
188.054,27.8,34.2,72.5
188.107,61.9,34.2,72.5
188.154,38.9,34.2,72.5
188.204,50.0,34.2,72.5
188.254,11.8,34.2,72.1
188.304,60.0,34.2,73.0
188.354,17.6,34.2,73.0
188.404,61.1,34.2,72.1
188.454,47.6,34.2,72.5
188.506,94.7,34.2,72.5
188.554,68.4,34.2,72.1
188.606,70.0,34.2,72.5
188.654,31.2,34.2,72.5
188.704,50.0,34.2,74.0
188.755,11.8,34.2,72.5
188.804,78.9,34.2,71.6
188.854,43.8,34.2,72.5
188.904,57.1,34.2,73.0
188.954,47.4,34.2,72.5
189.006,66.7,34.2,72.5
189.054,50.0,34.2,72.5
189.104,57.9,34.2,73.0
189.154,35.3,34.2,72.5
189.204,57.9,34.2,72.1
189.254,22.2,34.2,72.5
189.304,63.2,34.2,72.5
189.354,17.6,34.2,72.5
189.405,65.0,34.2,72.1
189.454,27.8,34.2,73.0
189.504,63.2,34.2,72.5
189.554,17.6,34.2,72.5
189.604,59.1,34.2,72.5
189.654,44.4,34.2,72.5
189.704,73.7,34.2,72.1
189.754,42.1,34.2,71.6
189.804,57.9,34.2,72.5
189.854,26.3,34.2,71.6
189.904,65.0,34.2,72.1
189.954,27.8,34.2,72.1
190.004,60.0,34.2,72.5
190.054,17.6,34.2,73.0
190.104,58.8,34.2,73.0
190.154,16.7,34.2,72.5
190.204,52.6,34.2,72.1
190.254,6.2,34.2,72.5
190.304,47.4,34.2,72.5
190.354,17.6,34.2,72.5
190.406,54.5,34.2,72.5
190.454,23.5,34.2,71.6
190.505,55.0,34.2,73.0
190.554,29.4,34.2,72.1
190.605,70.0,34.2,73.5
190.654,44.4,34.2,72.5
190.704,76.5,34.2,73.5
190.754,33.3,34.2,72.5
190.804,47.4,34.2,71.6
190.854,16.7,34.2,73.0
190.904,58.8,34.2,72.1
190.954,22.2,34.2,72.5
191.004,55.6,34.2,72.1
191.054,47.4,34.3,72.5
191.104,78.9,34.2,73.0
191.156,66.7,34.2,72.1
191.204,90.0,34.2,72.5
191.254,83.3,34.2,73.5
191.306,89.5,34.2,72.5
191.355,94.4,34.2,74.0
191.409,91.3,34.2,73.5
191.481,92.9,34.2,73.0
191.548,88.5,34.3,73.5
191.556,66.7,34.3,73.5
191.607,94.7,34.3,74.0
191.654,81.0,34.3,73.0
191.704,72.2,34.3,74.0
191.754,66.7,34.3,73.0
191.804,71.4,34.3,73.5
191.854,25.0,34.2,73.5
191.904,55.0,34.2,74.0
191.954,26.3,34.2,73.0
192.004,58.8,34.2,73.0
192.054,17.6,34.2,73.0
192.104,57.9,34.2,72.5
192.154,21.1,34.2,72.5
192.204,52.6,34.2,72.1
192.254,23.5,34.2,73.0
192.304,57.9,34.2,73.0
192.354,21.1,34.2,72.5
192.404,57.9,34.2,72.5
192.454,26.3,34.2,72.5
192.504,61.9,34.2,73.0
192.554,17.6,34.2,72.5
192.605,52.6,34.2,72.1
192.654,16.7,34.2,72.5
192.704,52.4,34.2,72.1
192.754,16.7,34.2,73.5
192.804,55.0,34.2,72.1
192.854,16.7,34.2,71.6
192.904,55.6,34.2,73.0
192.954,30.0,34.2,72.5
193.004,57.9,34.2,71.6
193.054,21.1,34.2,73.0
193.104,60.0,34.2,73.0
193.154,38.9,34.2,73.0
193.204,52.6,34.2,73.0
193.254,26.3,34.2,72.1
193.304,52.6,34.2,72.5
193.354,33.3,34.2,73.0
193.404,55.0,34.2,72.5
193.454,33.3,34.2,72.5
193.506,65.0,34.2,72.1
193.554,52.2,34.2,72.1
193.604,72.7,34.3,73.0
193.654,50.0,34.3,72.5
193.708,69.6,34.2,72.5
193.754,30.0,34.2,72.5
193.804,59.1,34.2,72.5
193.854,36.4,34.2,73.0
193.904,76.2,34.3,72.5
193.956,62.5,34.3,72.1
194.005,57.9,34.3,72.1
194.054,66.7,34.3,73.0
194.105,81.8,34.3,73.0
194.154,76.2,34.3,73.5
194.204,61.1,34.3,72.5
194.254,42.1,34.3,73.0
194.304,59.1,34.3,73.5
194.354,38.1,34.3,73.0
194.404,63.6,34.3,72.1
194.454,50.0,34.3,72.5
194.504,80.0,34.3,71.6
194.554,73.7,34.3,73.5
194.605,70.0,34.3,73.5
194.654,57.9,34.3,73.5
194.707,80.0,34.3,73.5
194.754,52.9,34.1,73.0
194.804,50.0,34.1,72.5
194.854,22.2,34.1,73.0
194.904,52.6,34.1,73.0
194.954,31.6,34.1,72.5
195.004,55.6,34.1,73.0
195.054,16.7,34.1,73.0
195.104,52.6,34.1,72.1
195.154,25.0,34.1,72.5
195.204,57.9,34.1,72.1
195.254,16.7,34.1,71.6
195.306,47.1,34.1,72.1
195.354,36.8,34.1,72.1
195.404,72.2,34.1,73.0
195.454,63.2,34.1,73.5
195.504,47.4,34.1,73.0
195.554,17.6,34.1,72.5
195.604,50.0,34.1,71.6
195.654,11.1,34.1,71.6
195.704,75.0,34.1,73.0
195.754,23.5,34.1,71.6
195.804,47.1,34.1,72.5
195.854,20.0,34.1,72.1
195.904,50.0,34.1,72.1
195.954,13.3,34.1,72.5
196.004,55.6,34.1,72.5
196.054,18.8,34.1,72.1
196.104,52.6,34.1,73.0
196.154,11.8,34.1,72.1
196.212,63.6,34.1,72.5
196.254,40.0,34.1,72.5
196.305,82.4,34.1,72.5
196.354,94.4,34.1,73.5
196.406,95.5,34.1,72.5
196.454,82.4,34.1,73.0
196.504,81.8,34.1,74.0
196.554,88.9,34.1,73.5
196.604,95.5,34.3,73.5
196.654,52.9,34.2,73.5
196.705,63.2,34.2,73.5
196.754,31.2,34.2,74.0
196.804,68.4,34.2,72.5
196.854,38.9,34.2,71.6
196.904,71.4,34.1,73.0
196.954,77.8,34.1,73.0
197.009,70.0,34.1,73.5
197.055,81.2,34.2,73.5
197.104,55.6,34.2,73.0
197.154,31.6,34.2,73.0
197.204,63.2,34.2,74.0
197.254,16.7,34.2,72.5
197.304,55.6,34.2,72.5
197.354,22.2,34.2,73.0
197.404,52.4,34.2,72.5
197.454,27.8,34.2,71.6
197.504,50.0,34.2,73.5
197.554,26.3,34.2,72.5
197.604,50.0,34.2,72.5
197.654,16.7,34.2,72.1
197.704,52.6,34.2,72.5
197.754,25.0,34.2,72.5
197.804,55.0,34.2,73.0
197.854,6.2,34.2,72.1
197.904,55.0,34.2,72.5
197.954,35.0,34.2,72.5
198.004,52.6,34.2,72.5
198.054,26.3,34.2,72.1
198.104,60.0,34.2,73.5
198.154,11.8,34.2,72.5
198.204,52.6,34.2,72.5
198.254,11.1,34.2,72.5
198.304,57.1,34.2,72.5
198.354,30.0,34.2,72.1
198.404,50.0,34.2,72.5
198.454,21.1,34.2,72.1
198.505,52.6,34.2,73.0
198.554,29.4,34.2,72.5
198.604,50.0,34.2,72.1
198.654,57.9,34.1,73.0
198.704,84.2,34.1,72.5
198.756,65.0,34.1,73.0
198.804,68.8,34.1,72.1
198.854,26.3,34.1,73.0
198.904,47.4,34.1,73.0
198.954,27.8,34.1,72.1
199.004,76.5,34.1,73.5
199.057,55.6,34.1,73.0
199.104,40.0,34.1,72.1
199.154,40.0,34.1,72.5
199.204,68.4,34.1,72.5
199.254,33.3,34.1,72.5
199.307,57.9,34.1,72.1
199.354,35.0,34.1,71.6
199.404,80.0,34.1,73.5
199.454,38.9,34.1,72.1
199.504,61.9,34.1,72.5
199.554,23.5,34.1,73.0
199.604,66.7,34.1,72.5
199.655,57.9,34.1,72.5
199.705,75.0,34.1,73.5
199.754,44.4,34.1,73.5
199.804,50.0,34.1,72.5
199.854,25.0,34.1,72.5
199.906,55.6,34.1,72.5
199.954,25.0,34.1,73.0
200.004,63.2,34.1,73.0
200.054,31.6,34.1,72.5
200.104,55.6,34.1,73.0
200.154,25.0,34.1,72.5
200.204,55.0,34.1,72.5
200.254,21.1,34.1,72.5
200.304,50.0,34.1,72.5
200.354,33.3,34.1,72.5
200.404,57.9,34.1,73.0
200.454,22.2,34.1,72.1
200.504,55.6,34.1,71.6
200.554,26.3,34.1,72.1
200.604,55.0,34.1,72.5
200.654,41.2,34.1,71.6
200.704,72.2,34.1,72.5
200.757,17.6,34.1,71.6
200.806,55.6,34.1,72.5
200.854,43.8,34.1,72.1
200.904,47.4,34.1,72.1
200.954,17.6,34.1,72.5
201.004,65.0,34.1,72.1
201.054,17.6,34.1,72.5
201.104,38.9,34.1,73.0
201.154,42.1,34.1,72.1
201.204,57.9,34.1,72.1
201.254,27.8,34.1,72.1
201.304,55.6,34.1,73.0
201.354,18.8,34.1,72.1
201.404,44.4,34.1,72.1
201.454,28.6,34.1,72.1
201.504,80.0,34.2,72.5
201.557,65.0,34.2,73.0
201.606,95.0,34.2,74.0
201.655,89.5,34.2,73.5
201.708,100.0,34.2,73.0
201.754,94.4,34.2,71.6
201.805,80.0,34.2,73.0
201.854,41.2,34.2,73.5
201.905,66.7,34.2,73.5
201.954,26.7,34.2,71.6
202.006,55.6,34.2,73.0
202.054,33.3,34.2,73.0
202.104,65.0,34.1,74.0
202.154,52.6,34.1,72.1
202.204,50.0,34.1,72.5
202.254,21.1,34.1,72.5
202.304,50.0,34.1,73.0
202.354,25.0,34.1,72.5
202.407,75.0,34.1,73.5
202.454,33.3,34.1,73.0
202.504,63.2,34.1,73.0
202.555,37.5,34.1,73.0
202.604,85.0,34.1,73.0
202.654,52.6,34.1,72.5
202.704,75.0,34.2,72.5
202.754,46.7,34.2,72.5
202.804,45.0,34.2,73.0
202.854,29.4,34.2,72.5
202.904,60.0,34.2,72.5
202.954,25.0,34.2,72.5
203.004,61.1,34.2,72.5
203.054,35.0,34.2,72.5
203.104,50.0,34.2,72.5
203.154,55.6,34.2,72.5
203.204,50.0,34.2,72.5
203.254,26.3,34.2,72.5
203.304,50.0,34.2,72.1
203.354,21.1,34.2,72.5
203.404,61.1,34.2,73.0
203.454,16.7,34.2,72.1
203.504,55.6,34.2,72.5
203.554,23.5,34.2,72.5
203.604,41.2,34.2,72.1
203.654,33.3,34.2,71.6
203.704,47.1,34.2,71.6
203.754,22.2,34.2,72.5
203.808,81.8,34.2,72.5
203.854,50.0,34.2,72.1
203.904,66.7,34.2,73.0
203.954,35.0,34.2,72.5
204.004,68.4,34.2,72.1
204.054,22.2,34.2,72.5
204.104,73.7,34.2,73.0
204.154,47.1,34.2,72.5
204.204,50.0,34.2,73.0
204.254,22.2,34.2,72.1
204.304,52.4,34.2,72.5
204.354,11.8,34.2,72.1
204.404,66.7,34.2,72.1
204.454,52.6,34.2,73.0
204.512,87.5,34.2,73.0
204.555,62.5,34.2,72.5
204.608,80.0,34.3,73.5
204.654,47.1,34.3,72.5
204.704,75.0,34.4,72.5
204.754,50.0,34.2,73.0
204.804,47.4,34.2,73.0
204.854,30.0,34.2,73.0
204.904,57.9,34.2,73.0
204.954,26.3,34.2,71.6
205.004,60.0,34.2,72.5
205.054,23.5,34.2,72.1
205.104,52.6,34.2,72.5
205.154,31.6,34.2,72.1
205.204,63.2,34.2,71.6
205.254,12.5,34.2,72.5
205.304,52.6,34.2,71.6
205.354,27.8,34.2,71.6
205.405,80.0,34.2,72.5
205.455,60.0,34.2,73.0
205.504,52.9,34.2,71.6
205.554,21.1,34.2,72.5
205.605,52.6,34.2,73.0
205.654,17.6,34.2,72.5
205.704,47.4,34.2,71.6
205.754,21.1,34.2,72.5
205.804,59.1,34.2,72.1
205.854,21.1,34.2,72.5
205.908,61.9,34.2,72.5
205.954,35.3,34.2,72.1
206.004,58.8,34.2,71.6
206.054,30.0,34.2,71.6
206.104,55.6,34.2,72.1
206.154,20.0,34.2,72.1
206.204,47.4,34.2,71.6
206.254,11.8,34.2,72.1
206.304,50.0,34.2,71.6
206.354,26.3,34.2,71.6
206.404,47.4,34.2,72.1
206.454,17.6,34.2,71.6
206.504,55.0,34.2,71.6
206.554,40.0,34.2,72.1
206.623,70.8,34.2,72.5
206.654,50.0,34.2,72.5
206.705,90.5,34.2,72.5
206.759,95.2,34.3,73.5
206.805,88.9,34.3,73.0
206.854,90.5,34.3,72.5
206.904,88.9,34.3,73.0
206.954,47.4,34.3,74.0
207.005,63.2,34.3,73.0
207.054,29.4,34.2,73.0
207.104,60.0,34.2,73.0
207.154,31.6,34.2,72.1
207.205,55.6,34.2,73.5
207.254,25.0,34.2,73.0
207.304,44.4,34.2,72.5
207.354,26.3,34.2,73.0
207.404,50.0,34.2,72.5
207.454,31.6,34.2,72.1
207.506,65.2,34.2,72.5
207.554,20.0,34.2,72.5
207.607,60.0,34.2,72.5
207.654,26.3,34.2,72.1
207.704,57.9,34.2,71.1
207.754,33.3,34.1,72.5
207.804,63.6,34.1,72.1
207.854,68.8,34.1,71.6
207.904,81.0,34.1,72.5
207.955,44.4,34.1,72.5
208.004,68.4,34.1,72.5
208.054,73.7,34.1,72.5
208.104,80.0,34.1,73.5
208.154,61.1,34.2,73.0
208.204,55.6,34.2,72.5
208.254,11.8,34.2,72.5
208.304,50.0,34.2,72.1
208.354,23.5,34.2,72.5
208.404,52.6,34.2,72.5
208.454,25.0,34.2,72.1
208.504,50.0,34.2,71.6
208.554,16.7,34.2,72.1
208.604,57.1,34.2,72.1
208.654,20.0,34.2,72.5
208.704,52.6,34.2,72.5
208.754,22.2,34.2,72.5
208.805,78.9,34.2,73.0
208.854,76.5,34.2,71.6
208.904,90.0,34.2,72.1
208.954,85.0,34.2,73.0
209.008,95.5,34.2,72.5
209.058,94.4,34.2,73.5
209.105,92.0,34.2,73.5
209.158,86.7,34.2,73.0
209.205,90.0,34.2,74.0
209.254,52.9,34.2,72.5
209.304,52.6,34.2,72.1
209.354,26.3,34.2,72.1
209.405,57.9,34.2,74.0
209.454,23.5,34.2,73.0
209.504,66.7,34.2,72.5
209.556,31.2,34.2,71.6
209.605,78.9,34.3,73.0
209.654,55.0,34.3,72.5
209.705,73.7,34.3,73.5
209.754,44.4,34.3,72.1
209.804,60.0,34.3,72.5
209.854,22.2,34.3,73.0
209.904,60.0,34.3,73.5
209.956,35.0,34.3,72.5
210.004,63.2,34.3,73.0
210.054,35.3,34.3,72.5
210.104,55.6,34.3,72.5
210.154,17.6,34.3,73.0
210.204,47.1,34.3,72.5
210.254,25.0,34.3,73.0
210.304,57.9,34.3,73.0
210.354,22.2,34.3,72.1
210.404,52.4,34.3,72.1
