time,cpu,mem,temp
361.854,71.4,35.4,82.8
361.904,76.2,35.4,82.8
361.954,73.7,35.4,82.3
362.006,91.3,35.4,82.3
362.054,81.2,35.3,83.8
362.108,90.9,35.3,83.3
362.154,76.5,35.3,82.8
362.204,90.0,35.3,82.8
362.255,77.3,35.3,83.8
362.308,81.8,35.3,82.3
362.355,78.6,35.3,82.8
362.407,81.0,35.3,82.3
362.454,82.4,35.3,82.8
362.508,84.2,35.3,82.3
362.554,70.6,35.3,82.8
362.609,87.0,35.3,82.8
362.656,88.2,35.3,83.3
362.708,91.3,35.3,82.3
362.754,86.7,35.3,82.8
362.812,87.0,35.3,83.3
362.856,88.2,35.3,82.3
362.906,100.0,35.3,81.8
362.954,88.9,35.3,82.8
363.006,90.0,35.3,82.3
363.054,88.9,35.3,82.3
363.104,78.9,35.3,82.3
363.155,89.5,35.3,82.3
363.214,100.0,35.3,82.8
363.254,85.7,35.3,81.3
363.305,95.5,35.3,82.8
363.354,88.9,35.4,83.3
363.405,85.0,35.4,83.3
363.454,68.8,35.4,82.3
363.504,85.0,35.4,82.8
363.554,64.7,35.4,82.8
363.605,86.4,35.4,82.3
363.654,66.7,35.4,81.8
363.705,77.8,35.4,83.3
363.754,62.5,35.4,81.8
363.811,77.3,35.4,82.8
363.856,83.3,35.4,83.3
363.904,89.5,35.4,82.8
363.954,61.1,35.4,83.3
364.007,91.3,35.4,81.8
364.054,68.8,35.4,82.8
364.104,84.2,35.4,81.3
364.154,63.2,35.4,83.3
364.205,73.7,35.4,81.8
364.254,56.2,35.4,81.3
364.312,79.2,35.4,82.3
364.354,66.7,35.4,81.8
364.405,76.2,35.4,82.8
364.455,70.6,35.4,81.8
364.505,90.0,35.5,82.3
364.555,80.0,35.5,82.8
364.608,86.4,35.4,82.8
364.654,88.2,35.5,83.3
364.705,90.0,35.5,82.3
364.756,78.9,35.3,81.8
364.805,88.9,35.3,83.8
364.854,62.5,35.3,82.8
364.904,76.2,35.3,82.3
364.954,60.0,35.3,82.3
365.006,84.2,35.3,82.8
365.054,76.5,35.3,82.8
365.104,90.5,35.3,81.8
365.156,73.7,35.3,82.3
365.220,96.0,35.3,82.8
365.284,96.2,35.3,82.8
365.341,100.0,35.3,82.3
365.382,100.0,35.3,83.3
365.413,100.0,35.3,82.3
365.455,93.8,35.4,83.3
365.525,96.4,35.4,83.3
365.554,92.3,35.4,82.3
365.608,95.5,35.3,82.3
365.654,82.4,35.3,83.3
365.712,87.0,35.3,82.8
365.754,92.9,35.4,82.3
365.804,90.5,35.4,82.8
365.859,89.5,35.4,82.8
365.918,95.8,35.4,82.3
365.955,92.3,35.4,82.8
366.004,85.7,35.3,82.8
366.054,64.7,35.3,83.3
366.104,70.0,35.3,82.8
366.154,66.7,35.3,81.8
366.204,80.0,35.3,82.8
366.257,55.6,35.3,82.8
366.304,77.8,35.3,82.3
366.354,63.2,35.3,81.8
366.409,81.8,35.3,82.3
366.454,68.8,35.3,82.3
366.516,91.3,35.3,82.8
366.554,57.1,35.3,82.3
366.612,76.2,35.3,82.3
366.654,64.3,35.3,83.3
366.704,80.0,35.3,83.3
366.754,66.7,35.3,82.8
366.806,87.5,35.3,82.3
366.854,83.3,35.3,82.8
366.911,95.7,35.3,82.8
366.954,81.2,35.3,82.8
367.005,83.3,35.3,83.3
367.054,73.7,35.3,82.3
367.105,94.7,35.3,81.8
367.154,85.7,35.3,82.8
367.205,89.5,35.3,82.8
367.254,81.2,35.3,82.3
367.304,81.0,35.3,82.3
367.355,83.3,35.3,82.3
367.405,87.0,35.3,81.8
367.454,73.7,35.3,82.3
367.504,94.4,35.3,83.3
367.554,83.3,35.2,82.3
367.608,90.9,35.2,82.8
367.654,68.8,35.2,82.8
367.704,85.0,35.2,82.8
367.756,90.0,35.2,82.8
367.804,94.7,35.2,83.3
367.854,94.4,35.2,83.3
367.909,95.2,35.2,83.3
367.957,100.0,35.2,82.8
368.004,94.4,35.2,83.3
368.055,89.5,35.2,83.3
368.105,95.2,35.2,82.3
368.155,88.2,35.2,83.3
368.208,90.9,35.2,82.8
368.258,88.9,35.3,82.8
368.304,83.3,35.3,83.3
368.354,73.7,35.3,83.3
368.405,90.5,35.3,83.3
368.455,81.2,35.3,82.8
368.504,80.0,35.3,82.3
368.555,89.5,35.3,83.3
368.606,89.5,35.2,82.3
368.654,80.0,35.3,82.3
368.705,90.0,35.3,82.8
368.754,84.2,35.3,83.3
368.804,81.2,35.3,81.8
368.856,70.6,35.3,82.8
368.905,82.4,35.3,82.8
368.954,94.7,35.3,82.8
369.005,85.7,35.3,82.3
369.054,83.3,35.3,82.8
369.104,81.8,35.3,82.3
369.154,88.2,35.3,82.8
369.220,80.8,35.3,81.8
369.256,84.6,35.3,83.8
369.307,88.9,35.3,82.8
369.355,83.3,35.3,83.3
369.404,90.0,35.3,82.3
369.454,82.4,35.3,82.8
369.506,90.0,35.3,82.3
369.554,88.9,35.3,82.8
369.606,85.0,35.3,82.8
369.654,85.0,35.3,82.8
369.712,91.3,35.3,82.8
369.754,87.5,35.3,82.8
369.805,94.7,35.3,82.3
369.855,94.4,35.3,83.3
369.905,95.2,35.3,83.3
369.957,80.0,35.3,82.8
370.007,73.7,35.3,82.3
370.056,78.9,35.3,82.8
370.108,86.4,35.3,82.3
370.154,66.7,35.3,82.8
370.208,81.0,35.3,82.8
370.254,86.7,35.3,82.3
370.311,86.4,35.3,82.3
370.356,94.1,35.4,81.8
370.408,100.0,35.4,82.3
370.456,88.9,35.4,83.8
370.507,95.5,35.4,82.3
370.556,88.2,35.4,82.3
370.604,89.5,35.4,82.8
370.656,95.0,35.4,82.8
370.712,90.9,35.4,83.3
370.756,100.0,35.4,83.3
370.805,95.0,35.4,83.8
370.856,100.0,35.4,82.8
370.905,100.0,35.4,82.3
370.955,95.5,35.4,82.3
371.004,100.0,35.5,83.8
371.056,90.0,35.5,82.8
371.109,95.2,35.5,82.8
371.154,100.0,35.5,82.3
371.206,95.7,35.5,82.3
371.254,82.4,35.5,82.8
371.305,85.0,35.5,81.3
371.354,94.4,35.5,83.3
371.405,100.0,35.4,83.8
371.454,83.3,35.4,82.8
371.510,95.5,35.4,83.8
371.555,94.1,35.4,82.3
371.604,90.0,35.3,83.8
371.654,80.0,35.3,83.3
371.704,84.2,35.3,83.8
371.754,70.0,35.3,82.8
371.804,84.2,35.3,83.3
371.854,63.2,35.3,81.8
371.904,77.8,35.3,82.3
371.954,71.4,35.3,82.8
372.004,83.3,35.3,82.8
372.054,66.7,35.3,82.3
372.105,85.0,35.3,81.8
372.154,73.7,35.3,82.8
372.204,80.0,35.3,82.8
372.256,70.0,35.3,82.8
372.312,87.5,35.3,83.3
372.354,60.0,35.3,83.8
372.404,83.3,35.3,82.3
372.454,66.7,35.3,83.3
372.512,80.0,35.3,82.8
372.554,68.8,35.3,82.8
372.609,72.7,35.3,83.3
372.654,68.8,35.3,81.8
372.704,85.0,35.3,83.3
372.754,68.4,35.3,83.3
372.808,81.0,35.3,81.8
372.854,63.2,35.3,82.8
372.905,85.0,35.3,82.8
372.954,62.5,35.3,82.3
373.016,87.5,35.3,82.8
373.054,57.1,35.3,82.8
373.104,78.9,35.3,82.3
373.154,89.5,35.3,82.3
373.218,92.0,35.3,82.8
373.255,92.9,35.3,82.8
373.330,92.9,35.3,82.8
373.371,93.3,35.3,82.3
373.411,100.0,35.3,83.3
373.454,88.2,35.3,82.8
373.507,85.0,35.3,82.3
373.559,80.0,35.2,82.8
373.606,93.8,35.2,82.8
373.655,78.9,35.2,83.3
373.706,94.4,35.3,83.3
373.755,76.2,35.2,83.3
373.816,92.0,35.2,82.8
373.854,85.7,35.2,82.3
373.906,95.0,35.2,83.3
373.954,85.0,35.2,83.8
374.005,90.5,35.2,82.8
374.055,94.4,35.3,83.3
374.104,95.2,35.3,83.3
374.154,84.2,35.3,83.8
374.204,94.7,35.3,82.3
374.254,77.8,35.3,82.8
374.304,90.0,35.3,82.3
374.357,77.8,35.3,82.3
374.404,88.9,35.3,82.3
374.454,83.3,35.3,81.8
374.507,95.0,35.3,82.8
374.554,88.9,35.3,83.3
374.605,95.0,35.4,82.8
374.655,94.4,35.4,82.3
374.706,100.0,35.4,83.3
374.755,78.9,35.4,82.3
374.808,90.0,35.4,83.3
374.856,100.0,35.4,82.8
374.907,89.5,35.4,82.8
374.954,94.7,35.5,82.3
375.016,96.0,35.5,83.8
375.061,94.4,35.5,81.8
375.108,94.7,35.5,83.3
375.168,91.7,35.6,83.8
375.204,100.0,35.6,83.8
375.254,100.0,35.5,83.3
375.305,100.0,35.4,83.8
375.354,85.0,35.4,83.3
375.420,96.4,35.3,82.8
375.454,91.7,35.4,83.3
375.508,95.7,35.4,83.3
375.555,94.1,35.4,82.8
375.607,90.5,35.4,83.3
375.656,90.5,35.4,82.8
375.709,89.5,35.4,82.8
375.754,80.0,35.3,83.3
375.805,91.7,35.3,83.3
375.859,77.8,35.3,82.8
375.907,88.9,35.3,82.8
375.954,83.3,35.3,83.3
376.004,95.0,35.3,82.8
376.054,77.8,35.3,83.3
376.104,84.2,35.3,83.3
376.154,72.2,35.3,82.8
376.208,90.5,35.3,82.3
376.254,75.0,35.3,82.3
376.308,85.0,35.3,82.8
376.354,77.8,35.3,82.3
376.406,83.3,35.3,82.8
376.454,88.9,35.3,82.8
376.508,81.8,35.3,83.3
376.554,83.3,35.3,82.8
376.613,82.6,35.2,82.3
376.656,94.1,35.2,82.3
376.711,100.0,35.2,83.3
376.754,87.5,35.2,82.3
376.804,90.5,35.2,83.3
376.854,70.6,35.2,82.8
376.905,90.0,35.2,83.3
376.954,73.7,35.2,83.3
377.009,95.7,35.2,83.3
377.076,92.9,35.3,82.8
377.108,100.0,35.3,83.3
377.155,87.5,35.3,83.3
377.208,100.0,35.3,82.8
377.264,95.8,35.3,83.3
377.304,93.8,35.3,83.8
377.355,88.2,35.3,82.8
377.408,100.0,35.3,81.8
377.455,100.0,35.3,83.3
377.504,100.0,35.3,82.8
377.566,100.0,35.3,83.3
377.607,87.5,35.4,82.8
377.654,88.9,35.4,82.3
377.704,81.0,35.4,82.8
377.754,73.7,35.4,83.3
377.808,80.0,35.4,82.8
377.854,72.2,35.4,83.3
377.904,83.3,35.4,82.8
377.954,68.4,35.4,81.8
378.004,84.2,35.4,82.8
378.054,58.8,35.4,82.3
378.104,89.5,35.4,82.8
378.154,72.2,35.4,82.3
378.204,81.0,35.4,83.8
378.254,73.7,35.4,82.3
378.306,70.6,35.4,83.3
378.354,80.0,35.4,82.3
378.404,83.3,35.4,82.8
378.454,77.8,35.4,81.8
378.505,90.0,35.4,82.8
378.556,85.7,35.4,82.8
378.604,88.2,35.4,82.8
378.654,68.4,35.4,82.8
378.720,96.2,35.4,83.3
378.755,83.3,35.4,82.3
378.809,91.7,35.4,82.3
378.854,88.2,35.4,82.3
378.905,75.0,35.4,81.3
378.954,72.2,35.4,82.8
379.005,85.0,35.4,82.8
379.054,77.8,35.4,82.8
379.108,76.2,35.4,81.8
379.154,68.8,35.4,82.3
379.205,90.5,35.4,82.8
379.254,77.8,35.4,82.3
379.305,77.3,35.4,82.8
379.354,70.0,35.4,82.3
379.404,85.7,35.4,83.3
379.454,64.7,35.4,82.8
379.504,83.3,35.4,83.3
379.554,70.0,35.4,83.3
379.620,89.3,35.4,82.8
379.654,84.6,35.4,82.8
379.707,90.0,35.4,81.3
379.754,83.3,35.4,82.8
379.808,83.3,35.4,83.8
379.854,93.8,35.4,82.8
379.907,90.0,35.4,82.8
379.954,72.2,35.4,82.3
380.011,81.0,35.4,83.3
380.054,70.6,35.4,82.3
380.106,89.5,35.4,82.8
380.154,76.2,35.4,82.8
380.204,81.0,35.4,83.8
380.254,81.2,35.4,83.3
380.307,81.8,35.2,82.3
380.356,75.0,35.2,82.8
380.414,95.2,35.2,83.3
380.454,78.6,35.2,82.8
380.505,78.9,35.2,81.8
380.555,60.0,35.2,82.3
380.606,84.2,35.2,82.8
380.654,68.4,35.2,82.8
380.712,81.8,35.2,81.8
380.754,68.8,35.3,81.8
380.804,77.8,35.2,81.8
380.854,68.4,35.2,82.8
380.906,78.9,35.2,81.8
380.954,77.8,35.2,83.3
381.009,72.7,35.2,82.8
381.055,68.4,35.2,82.3
381.105,83.3,35.2,82.3
381.154,83.3,35.2,81.8
381.208,90.9,35.2,82.3
381.254,83.3,35.2,82.3
381.310,85.7,35.2,81.8
381.357,77.8,35.2,81.8
381.404,86.7,35.2,82.8
381.457,75.0,35.2,82.8
381.516,86.4,35.2,82.8
381.554,69.2,35.2,82.3
381.608,81.8,35.2,82.8
381.654,70.6,35.3,83.3
381.716,81.8,35.3,83.3
381.754,76.9,35.3,83.3
381.806,71.4,35.3,81.8
381.854,75.0,35.3,82.8
381.904,73.7,35.3,81.8
381.954,76.5,35.3,82.3
382.008,77.3,35.3,81.3
382.054,70.6,35.3,82.3
382.106,78.9,35.3,82.3
382.154,68.8,35.3,82.3
382.204,86.4,35.3,82.3
382.254,73.7,35.3,82.3
382.304,90.0,35.3,82.8
382.354,76.5,35.3,81.8
382.406,78.9,35.3,82.3
382.454,76.2,35.3,82.8
382.508,84.2,35.3,81.8
382.554,73.3,35.3,82.8
382.604,85.7,35.3,83.3
382.654,68.4,35.3,82.3
382.704,90.0,35.3,82.3
382.754,82.4,35.3,82.8
382.804,91.3,35.3,82.3
382.855,72.2,35.3,83.8
382.904,90.0,35.3,82.3
382.954,76.5,35.3,83.8
383.007,81.0,35.3,82.8
383.054,75.0,35.3,82.3
383.107,84.2,35.3,82.3
383.154,72.2,35.3,83.3
383.204,94.7,35.3,83.3
383.254,77.8,35.3,83.3
383.308,91.3,35.3,83.3
383.355,88.9,35.3,83.8
383.408,95.5,35.3,82.3
383.454,94.4,35.3,83.3
383.505,100.0,35.3,82.8
383.554,87.5,35.3,83.3
383.604,95.5,35.3,83.3
383.654,88.2,35.3,82.3
383.707,95.7,35.3,82.8
383.754,89.5,35.3,82.8
383.804,84.2,35.3,83.8
383.854,68.4,35.3,81.8
383.904,85.0,35.3,83.3
383.954,66.7,35.3,83.8
384.007,72.2,35.3,83.8
384.054,73.7,35.3,83.8
384.104,75.0,35.3,82.8
384.154,55.6,35.3,82.3
384.204,76.5,35.3,82.3
384.254,72.2,35.3,82.3
384.304,90.0,35.3,82.3
384.354,68.4,35.3,81.8
384.404,80.0,35.3,82.8
384.455,77.8,35.3,82.8
384.506,89.5,35.3,82.8
384.554,77.8,35.4,82.8
384.604,95.0,35.4,82.8
384.654,78.9,35.5,82.8
384.707,95.2,35.5,82.8
384.756,80.0,35.5,83.3
384.805,94.7,35.3,82.8
384.854,68.8,35.3,83.3
384.906,85.0,35.3,82.3
384.954,72.2,35.3,82.8
385.004,85.0,35.3,83.3
385.054,65.0,35.3,81.8
385.109,85.0,35.3,83.3
385.154,82.4,35.4,83.3
385.208,91.3,35.4,82.3
385.254,93.8,35.4,83.3
385.306,95.0,35.4,83.3
385.354,84.2,35.4,82.8
385.405,91.3,35.4,83.3
385.454,84.2,35.4,81.8
385.505,95.0,35.4,82.3
385.554,100.0,35.4,82.3
385.608,91.3,35.4,83.3
385.654,83.3,35.3,82.8
385.707,100.0,35.3,82.8
385.764,96.0,35.3,83.3
385.850,100.0,35.3,83.8
385.854,100.0,35.3,83.8
385.904,85.7,35.3,83.3
385.954,83.3,35.3,82.8
386.004,90.0,35.3,82.8
386.054,89.5,35.3,83.3
386.105,89.5,35.2,83.3
386.154,62.5,35.2,82.3
386.207,76.2,35.3,83.3
386.254,73.7,35.3,82.8
386.317,88.0,35.3,83.3
386.354,78.6,35.3,83.8
386.409,85.7,35.3,83.3
386.454,68.8,35.3,82.3
386.504,86.4,35.3,83.8
386.555,68.4,35.3,83.8
386.604,82.4,35.3,83.3
386.654,70.0,35.3,82.8
386.704,85.0,35.3,83.3
386.754,66.7,35.3,82.8
386.808,84.2,35.3,82.8
386.854,66.7,35.3,82.8
386.904,85.0,35.3,82.8
386.954,66.7,35.3,83.8
387.004,89.5,35.3,82.8
387.054,53.3,35.3,82.8
387.104,78.9,35.3,83.3
387.154,66.7,35.3,82.3
387.204,80.0,35.3,82.8
387.254,61.1,35.3,82.3
387.306,85.0,35.3,82.8
387.355,64.7,35.2,81.8
387.416,80.8,35.3,82.8
387.454,76.9,35.3,83.3
387.506,85.0,35.3,81.8
387.555,78.9,35.3,82.3
387.604,88.2,35.3,83.8
387.654,95.2,35.2,83.3
387.704,88.2,35.2,81.8
387.754,83.3,35.2,83.3
387.808,86.4,35.3,83.8
387.854,68.8,35.3,82.8
387.908,85.0,35.3,82.8
387.954,77.8,35.2,82.8
388.008,82.6,35.2,83.3
388.054,81.2,35.2,82.8
388.106,85.0,35.2,82.3
388.154,75.0,35.2,82.8
388.205,85.0,35.2,82.3
388.254,73.7,35.2,82.8
388.312,90.9,35.4,83.3
388.355,81.2,35.4,82.3
388.412,87.5,35.4,82.8
388.457,83.3,35.5,83.8
388.509,95.2,35.5,83.8
388.554,76.5,35.4,83.3
388.608,90.5,35.4,82.8
388.654,83.3,35.4,81.8
388.705,90.0,35.4,83.3
388.754,80.0,35.4,83.3
388.806,90.9,35.4,82.3
388.854,85.0,35.4,82.8
388.905,94.7,35.4,83.3
388.954,89.5,35.4,81.8
389.008,90.9,35.4,83.8
389.054,88.9,35.4,83.3
389.115,88.0,35.4,83.3
389.155,94.1,35.4,82.8
389.204,90.5,35.4,83.3
389.254,90.0,35.4,82.8
389.304,90.5,35.4,82.3
389.354,89.5,35.4,83.8
389.407,95.7,35.4,83.3
389.454,88.9,35.4,82.8
389.504,86.4,35.4,82.3
389.555,78.9,35.4,82.8
389.636,87.9,35.4,82.3
389.654,77.8,35.4,83.3
389.708,95.2,35.4,83.8
389.763,89.5,35.4,83.8
389.816,95.2,35.4,82.8
389.854,92.9,35.4,82.8
389.907,86.4,35.3,83.3
389.954,70.0,35.3,82.3
390.012,85.7,35.3,82.8
390.058,81.2,35.3,82.8
390.106,85.7,35.3,82.3
390.154,83.3,35.3,82.8
390.204,78.9,35.3,81.8
390.255,81.0,35.3,82.8
390.308,90.0,35.3,81.8
390.355,75.0,35.3,81.8
390.405,78.9,35.3,83.3
390.454,80.0,35.3,82.8
390.504,95.0,35.3,82.3
390.554,88.9,35.4,83.3
390.611,95.2,35.4,83.3
390.654,83.3,35.4,83.8
390.705,100.0,35.5,83.8
390.755,94.1,35.5,83.3
390.806,90.5,35.5,82.8
390.856,90.5,35.5,83.3
390.904,100.0,35.5,83.3
391.033,98.0,35.6,83.8
391.063,100.0,35.6,83.3
391.105,100.0,35.6,83.3
391.160,95.2,35.5,82.3
391.204,94.1,35.6,82.8
391.255,80.0,35.6,83.3
391.305,88.9,35.6,82.3
391.355,84.2,35.6,83.3
391.406,90.0,35.6,82.3
391.454,72.2,35.4,82.3
391.504,90.0,35.4,83.3
391.554,88.2,35.4,81.8
391.607,94.7,35.4,83.8
391.654,78.9,35.4,82.8
391.705,73.7,35.4,82.3
391.756,73.7,35.4,83.3
391.804,84.2,35.4,82.8
391.854,58.8,35.4,82.8
391.906,80.0,35.4,83.3
391.954,66.7,35.4,81.8
392.004,84.2,35.4,82.8
392.054,61.1,35.4,81.8
392.104,83.3,35.4,82.3
392.155,70.6,35.4,82.8
392.204,75.0,35.4,82.8
392.254,61.1,35.4,82.8
392.304,80.0,35.4,82.8
392.354,72.2,35.4,82.8
392.413,75.0,35.4,83.3
392.454,64.7,35.4,82.3
392.505,84.2,35.4,83.3
392.554,62.5,35.4,82.8
392.608,85.0,35.4,83.3
392.654,64.7,35.4,82.3
392.708,85.0,35.4,83.3
392.754,60.0,35.4,82.8
392.804,78.9,35.4,83.3
392.854,73.7,35.4,83.3
392.904,89.5,35.4,81.8
392.954,58.8,35.4,83.8
393.012,79.2,35.4,82.8
393.054,64.3,35.4,83.3
393.104,73.7,35.4,82.3
393.154,71.4,35.4,83.3
393.204,81.0,35.4,82.3
393.254,52.9,35.4,83.3
393.304,73.7,35.4,82.3
393.355,73.7,35.4,82.3
393.407,85.0,35.4,82.8
393.461,81.0,35.4,82.8
393.506,82.4,35.4,82.3
393.554,83.3,35.4,82.8
393.608,85.7,35.4,82.3
393.654,93.8,35.4,83.3
393.706,80.0,35.4,83.8
393.755,76.5,35.4,82.3
393.844,91.4,35.3,81.8
393.854,66.7,35.3,83.3
393.904,82.4,35.4,82.8
393.954,84.2,35.3,82.3
394.005,88.9,35.3,82.3
394.056,95.0,35.3,82.8
394.105,88.9,35.4,83.3
394.157,90.9,35.4,82.3
394.204,94.1,35.4,83.3
394.256,90.9,35.4,83.3
394.305,94.4,35.4,82.3
394.360,81.8,35.4,83.3
394.406,88.2,35.4,82.3
394.454,84.2,35.4,83.8
394.515,95.2,35.4,82.8
394.596,91.7,35.4,83.3
394.650,100.0,35.4,83.3
394.658,100.0,35.4,83.8
394.704,94.7,35.4,82.8
394.755,94.4,35.5,83.3
394.804,94.7,35.4,82.8
394.854,81.0,35.4,82.8
394.905,89.5,35.4,83.3
394.955,94.7,35.4,83.3
395.007,95.2,35.5,82.8
395.054,90.0,35.6,83.3
395.109,100.0,35.6,82.8
395.157,94.7,35.6,82.8
395.208,100.0,35.6,83.8
395.260,95.2,35.3,82.8
395.310,94.7,35.3,83.3
395.354,100.0,35.3,84.2
395.424,96.6,35.3,83.3
395.459,100.0,35.3,83.8
395.508,95.0,35.3,82.8
395.554,94.1,35.3,83.3
395.614,96.0,35.3,82.8
395.663,100.0,35.3,83.3
395.705,100.0,35.4,83.3
395.761,81.8,35.4,82.8
395.805,100.0,35.3,83.8
395.854,89.5,35.3,82.3
395.905,88.2,35.3,83.3
395.954,90.5,35.3,83.3
396.004,84.2,35.3,83.3
396.054,83.3,35.3,82.3
396.104,76.2,35.3,83.3
396.154,70.6,35.3,83.8
396.204,83.3,35.3,83.3
396.254,75.0,35.3,83.3
396.306,87.5,35.3,83.3
396.354,80.0,35.3,83.8
396.408,89.5,35.3,82.8
396.454,80.0,35.3,82.3
396.516,84.0,35.4,82.8
396.554,78.6,35.4,82.8
396.605,89.5,35.3,83.8
396.654,90.0,35.3,82.8
396.704,90.0,35.4,83.3
396.754,94.4,35.4,83.3
396.810,83.3,35.3,82.8
396.854,86.7,35.3,83.8
396.904,80.0,35.4,83.8
396.954,77.8,35.4,83.3
397.011,90.9,35.4,82.8
397.054,77.8,35.4,83.3
397.104,89.5,35.4,82.3
397.154,88.9,35.4,82.3
397.205,84.2,35.4,83.3
397.254,77.8,35.4,82.8
397.305,85.7,35.4,83.8
397.356,85.0,35.5,82.8
397.407,94.4,35.5,82.8
397.454,83.3,35.5,83.3
397.508,85.0,35.5,83.8
397.555,89.5,35.5,83.8
397.605,94.7,35.5,83.3
397.654,78.9,35.5,83.8
397.710,83.3,35.5,83.8
397.754,92.3,35.5,83.8
397.805,95.0,35.5,82.3
397.854,88.9,35.5,82.3
397.912,91.3,35.5,82.3
397.968,95.5,35.5,83.8
398.007,92.9,35.5,83.3
398.060,90.9,35.5,83.8
398.117,100.0,35.5,83.3
398.170,89.5,35.5,83.3
398.212,100.0,35.5,83.8
398.256,88.2,35.5,83.8
398.305,100.0,35.5,83.3
398.354,94.7,35.5,82.3
398.405,95.0,35.5,83.8
398.454,95.0,35.5,83.3
398.510,100.0,35.5,83.3
398.554,90.0,35.5,82.8
398.608,100.0,35.5,83.3
398.654,88.9,35.5,83.8
398.707,85.0,35.5,83.3
398.754,83.3,35.5,83.3
398.804,80.0,35.5,83.3
398.854,83.3,35.5,83.3
398.905,89.5,35.5,83.8
398.955,80.0,35.5,82.8
399.004,80.0,35.5,82.8
399.055,88.2,35.5,82.8
399.104,85.7,35.5,83.3
399.154,88.2,35.5,82.3
399.204,100.0,35.5,82.8
399.257,90.0,35.5,83.8
399.327,100.0,35.5,82.3
399.422,97.1,35.5,82.3
399.454,100.0,35.5,83.8
399.505,90.5,35.4,83.8
399.554,82.4,35.5,83.3
399.604,83.3,35.5,82.8
399.654,84.2,35.4,82.8
399.704,94.7,35.4,82.8
399.754,89.5,35.4,82.8
399.807,89.5,35.4,82.8
399.854,83.3,35.4,83.8
399.904,89.5,35.4,83.8
399.955,78.9,35.4,83.3
400.004,80.0,35.4,83.8
400.054,86.7,35.4,84.2
400.105,84.2,35.4,83.8
400.157,77.3,35.4,82.8
400.212,94.7,35.4,83.8
400.254,82.4,35.5,82.8
400.305,90.0,35.5,83.3
400.354,80.0,35.2,82.8
400.406,95.0,35.3,83.3
400.455,85.0,35.3,83.3
400.505,94.7,35.3,83.3
400.555,89.5,35.3,83.3
400.604,90.9,35.3,83.3
400.655,87.5,35.4,83.3
400.704,90.9,35.4,83.3
400.754,88.9,35.4,83.3
400.805,90.0,35.4,83.8
400.854,66.7,35.4,82.8
400.905,77.8,35.4,83.3
400.968,91.7,35.4,83.8
401.007,93.3,35.4,82.8
401.054,84.2,35.4,83.3
401.106,85.0,35.4,82.3
401.154,94.7,35.4,82.8
401.207,95.0,35.4,83.3
401.255,82.4,35.4,83.3
401.304,91.3,35.4,83.3
401.354,87.5,35.4,82.8
401.407,85.7,35.4,83.3
401.454,88.9,35.4,82.8
401.504,89.5,35.4,83.3
401.554,82.4,35.4,82.3
401.604,90.5,35.4,83.8
401.657,83.3,35.4,83.3
401.707,85.0,35.4,83.3
401.754,73.3,35.4,83.8
401.805,94.7,35.4,83.8
401.854,78.9,35.4,82.8
401.906,90.0,35.4,83.3
401.955,84.2,35.4,83.3
402.008,95.2,35.4,83.3
402.054,81.2,35.4,82.8
402.106,85.0,35.4,82.3
402.154,68.8,35.4,83.8
402.208,95.5,35.4,82.3
402.254,73.7,35.4,83.8
402.306,100.0,35.4,82.8
402.354,84.2,35.4,82.8
402.416,88.5,35.4,83.3
402.454,76.9,35.4,83.3
402.509,90.9,35.4,82.8
402.554,82.4,35.4,83.3
402.616,88.0,35.4,83.3
402.655,83.3,35.4,83.3
402.706,85.7,35.4,82.3
402.754,66.7,35.4,82.8
402.812,90.9,35.4,82.8
402.856,100.0,35.4,83.8
402.907,89.5,35.4,83.3
402.954,88.2,35.4,83.8
403.007,95.0,35.4,81.8
403.054,95.0,35.5,83.3
403.104,88.9,35.5,83.8
403.154,100.0,35.5,83.3
403.214,95.7,35.5,83.8
403.256,100.0,35.5,82.8
403.320,92.3,35.5,83.8
403.370,100.0,35.5,83.3
403.412,100.0,35.5,82.8
403.459,100.0,35.5,83.3
403.504,95.0,35.5,84.2
403.554,100.0,35.5,83.3
403.605,94.7,35.5,83.3
403.656,95.2,35.6,83.3
403.707,100.0,35.6,83.3
403.786,96.8,35.6,82.8
403.836,95.2,35.6,84.2
403.898,100.0,35.5,82.8
403.907,100.0,35.5,83.3
403.954,100.0,35.5,81.8
404.007,90.9,35.5,83.8
404.054,90.0,35.5,83.3
404.107,95.0,35.5,83.8
404.158,84.2,35.5,83.3
404.206,100.0,35.5,82.8
404.255,94.4,35.5,83.3
404.307,95.2,35.5,83.3
404.355,90.0,35.5,82.8
404.406,95.5,35.5,83.8
404.458,100.0,35.5,82.8
404.506,100.0,35.5,83.8
404.560,100.0,35.5,83.3
404.628,100.0,35.5,83.8
404.658,100.0,35.5,83.3
404.705,100.0,35.5,83.8
404.754,100.0,35.5,82.8
404.805,100.0,35.5,83.3
404.855,95.0,35.5,83.8
404.907,95.0,35.5,83.8
404.954,100.0,35.5,83.8
405.004,95.2,35.6,83.3
405.054,94.7,35.6,83.3
405.105,100.0,35.6,82.8
405.156,95.2,35.6,82.8
405.204,94.4,35.7,83.8
405.257,100.0,35.7,83.3
405.306,100.0,35.7,83.3
405.366,91.7,35.7,83.3
405.424,100.0,35.7,83.8
405.462,93.8,35.6,83.3
405.519,88.9,35.6,83.3
405.555,100.0,35.4,83.3
405.608,91.3,35.3,83.3
